index,user,question,answer,question_class,is_domain_question
243,111,what is white-box testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
244,112,what is a test case,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",whQuestion,
245,112,Can you explain me about test cases,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
246,112,What is a fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
247,112,{{}},"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
248,112,what is a failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
249,112,what is a what is a failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
250,112,Lorem ipsun what is a failure,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
251,112,what is inconsistency,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
252,113,test case,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
253,113,Error,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
254,113,What is Error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
255,113,What Is is software testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
256,113,what is is software fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
257,113,What Is is a Software Error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
